time,node_type,node_id,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
50,Node2,30,0.169,0.171,0.049,0.151,0,0,0
50,Node2,31,0.199,0.221,0.07,0.128,0,0,0
50,Node2,32,0.209,0.2,0.044,0.102,0,0,0
50,Node2,33,0.139,0.163,0.067,0.144,0,0,0
50,Node2,34,0.14,0.203,0.037,0.071,0,0,0
50,Node2,35,0.129,0.179,0.008,0.034,0,0,0
50,Node2,36,0.17,0.242,0.004,0.049,0,0,0
50,Node2,37,0.221,0.268,0.004,0.043,0,0,0
50,Node2,38,0.161,0.43,0.003,0.273,0,0,0
50,Node2,39,0.145,0.201,0.01,0.058,0,0,0
50,Node2,40,0.133,0.236,0.01,0.059,0,0,0
50,Node2,41,0.159,0.204,0.057,0.129,0,0,0
50,Node2,42,0.136,0.189,0.005,0.06,0,0,0
50,Node2,43,0.131,0.16,0.021,0.095,0,0,0
51,Node1,0,3.921,0.322,1.391,2.809,0,0,0
51,Node1,1,0.972,0.17,0.547,0.752,0,0,0
51,Node1,2,1.672,0.283,0.932,1.5,0,0,0
51,Node1,3,4.244,0.097,0.709,2.674,0,0,0
51,Node1,4,2.248,0.567,1.505,1.822,0,0,0
51,Node1,5,1.217,0.052,0.923,1.11,0,0,0
51,Node1,6,1.643,0.22,0.581,0.897,0,0,0
51,Node1,7,3.622,0.798,1.056,2.98,0,0,0
51,Node1,8,2.887,0.276,1.645,1.543,0,0,0
51,Node1,9,1.65,0.022,0.411,1.516,0,0,0
51,Node1,10,3.347,0.369,2.896,3.056,0,0,0
51,Node1,11,2.73,0.411,1.74,2.15,0,0,0
51,Node1,12,2.162,0.586,1.625,1.896,0,0,0
51,Node1,13,1.563,0.281,0.81,1.296,0,0,0
51,Node1,14,2.357,0.134,0.783,1.776,0,0,0
51,Node1,15,2.644,0.423,2.294,2.03,0,0,0
51,Node1,16,2.966,0.253,1.083,1.998,0,0,0
51,Node1,17,3.442,0.261,1.548,2.616,0,0,0
51,Node1,18,3.381,0.146,2.048,2.599,0,0,0
51,Node1,19,1.834,0.11,0.534,1.111,0,0,0
51,Node1,20,3.815,0.292,1.769,2.208,0,0,0
51,Node1,21,2.658,0.384,1.001,2.098,0,0,0
51,Node1,22,1.575,0.184,1.435,0.809,0,0,0
51,Node1,23,2.146,0.422,0.97,1.236,0,0,0
51,Node1,24,2.081,0.36,1.118,1.271,0,0,0
51,Node1,25,2.338,0.338,0.604,1.281,0,0,0
51,Node1,26,1.981,0.321,4.147,1.431,0,0,0
51,Node1,27,0.637,0.019,0.261,0.362,0,0,0
51,Node1,28,1.155,0.072,0.422,0.61,0,0,0
51,Node1,29,1.483,0.138,1.554,0.86,0,0,0
51,Node2,0,0.138,0.209,0.012,0.068,0,0,0
51,Node2,1,0.148,0.226,0.126,0.161,0,0,0
51,Node2,2,0.126,0.185,0.044,0.103,0,0,0
51,Node2,3,0.158,0.218,0.04,0.088,0,0,0
51,Node2,4,0.147,0.226,0.059,0.146,0,0,0
51,Node2,5,0.092,0.117,0.02,0.071,0,0,0
51,Node2,6,0.142,0.16,0.014,0.118,0,0,0
51,Node2,7,0.158,0.215,0.022,0.168,0,0,0
51,Node2,8,0.151,0.205,0.025,0.098,0,0,0
51,Node2,9,0.166,0.24,0.001,0.049,0,0,0
51,Node2,10,0.131,0.175,0.01,0.212,0,0,0
51,Node2,11,0.15,0.2,0.017,0.119,0,0,0
51,Node2,12,0.101,0.116,0.006,0.044,0,0,0
51,Node2,13,0.113,0.141,0.015,0.078,0,0,0
51,Node2,14,0.166,0.197,0.038,0.173,0,0,0
51,Node2,15,0.161,0.242,0.01,0.096,0,0,0
51,Node2,16,0.165,0.235,0.054,0.154,0,0,0
51,Node2,17,0.125,0.194,0.013,0.099,0,0,0
51,Node2,18,0.103,0.139,0.015,0.269,0,0,0
51,Node2,19,0.191,0.266,0.01,0.199,0,0,0
51,Node2,20,0.179,0.125,0.09,0.173,0,0,0
51,Node2,21,0.153,0.223,0.006,0.108,0,0,0
51,Node2,22,0.151,0.206,0.035,0.114,0,0,0
51,Node2,23,0.156,0.176,0.003,0.15,0,0,0
51,Node2,24,0.176,0.229,0.031,0.052,0,0,0
51,Node2,25,0.171,0.216,0.039,0.117,0,0,0
51,Node2,26,0.197,0.208,0.048,0.082,0,0,0
51,Node2,27,0.156,0.209,0.014,0.037,0,0,0
51,Node2,28,0.128,0.218,0.074,0.166,0,0,0
51,Node2,29,0.143,0.165,0.053,0.18,0,0,0
51,Node2,30,0.169,0.17,0.03,0.181,0,0,0
51,Node2,31,0.198,0.222,0.0,0.129,0,0,0
51,Node2,32,0.21,0.199,0.04,0.142,0,0,0
51,Node2,33,0.139,0.164,0.041,0.186,0,0,0
51,Node2,34,0.139,0.202,0.024,0.094,0,0,0
51,Node2,35,0.129,0.177,0.032,0.066,0,0,0
51,Node2,36,0.169,0.242,0.014,0.063,0,0,0
51,Node2,37,0.221,0.268,0.019,0.063,0,0,0
51,Node2,38,0.161,0.427,0.028,0.299,0,0,0
51,Node2,39,0.146,0.201,0.029,0.088,0,0,0
51,Node2,40,0.132,0.236,0.018,0.077,0,0,0
51,Node2,41,0.16,0.206,0.046,0.175,0,0,0
51,Node2,42,0.136,0.189,0.081,0.141,0,0,0
51,Node2,43,0.13,0.16,0.033,0.129,0,0,0
52,Node1,0,3.899,0.092,1.486,2.811,0,0,0
52,Node1,1,0.966,0.112,0.66,0.748,0,0,0
52,Node1,2,1.675,0.103,1.033,1.504,0,0,0
52,Node1,3,4.237,0.512,1.225,2.672,0,0,0
52,Node1,4,2.245,0.573,2.081,1.815,0,0,0
52,Node1,5,1.214,0.497,1.418,1.111,0,0,0
52,Node1,6,1.644,0.163,0.747,0.9,0,0,0
52,Node1,7,3.63,0.774,1.83,2.974,0,0,0
52,Node1,8,2.879,0.105,1.754,1.542,0,0,0
52,Node1,9,1.65,0.176,0.588,1.513,0,0,0
52,Node1,10,3.345,0.23,3.142,3.035,0,0,0
52,Node1,11,2.72,0.585,2.332,2.149,0,0,0
52,Node1,12,2.177,0.302,1.928,1.896,0,0,0
52,Node1,13,1.556,0.236,1.052,1.294,0,0,0
52,Node1,14,2.357,0.174,0.95,1.773,0,0,0
52,Node1,15,2.65,0.348,2.646,2.029,0,0,0
52,Node1,16,2.95,0.083,1.16,2.005,0,0,0
52,Node1,17,3.424,0.112,1.661,2.618,0,0,0
52,Node1,18,3.373,0.297,2.343,2.614,0,0,0
52,Node1,19,1.842,0.06,0.593,1.104,0,0,0
52,Node1,20,3.796,0.568,2.335,2.195,0,0,0
52,Node1,21,2.659,0.158,1.155,2.105,0,0,0
52,Node1,22,1.58,0.13,1.566,0.808,0,0,0
52,Node1,23,2.138,0.044,1.008,1.243,0,0,0
52,Node1,24,2.081,0.338,1.452,1.273,0,0,0
52,Node1,25,2.345,0.089,0.691,1.272,0,0,0
52,Node1,26,1.967,0.324,4.447,1.428,0,0,0
52,Node1,27,0.636,0.119,0.381,0.362,0,0,0
52,Node1,28,1.151,0.044,0.466,0.613,0,0,0
52,Node1,29,1.483,0.081,1.637,0.858,0,0,0
52,Node2,0,0.138,0.21,0.02,0.087,0,0,0
52,Node2,1,0.147,0.228,0.016,0.177,0,0,0
52,Node2,2,0.127,0.184,0.041,0.143,0,0,0
52,Node2,3,0.156,0.219,0.042,0.131,0,0,0
52,Node2,4,0.147,0.225,0.047,0.193,0,0,0
52,Node2,5,0.092,0.117,0.018,0.089,0,0,0
52,Node2,6,0.142,0.16,0.022,0.14,0,0,0
52,Node2,7,0.156,0.216,0.012,0.181,0,0,0
52,Node2,8,0.151,0.205,0.025,0.124,0,0,0
52,Node2,9,0.167,0.239,0.013,0.062,0,0,0
52,Node2,10,0.131,0.175,0.022,0.234,0,0,0
52,Node2,11,0.15,0.201,0.031,0.15,0,0,0
52,Node2,12,0.1,0.116,0.034,0.078,0,0,0
52,Node2,13,0.113,0.14,0.015,0.093,0,0,0
52,Node2,14,0.167,0.197,0.041,0.215,0,0,0
52,Node2,15,0.161,0.241,0.028,0.123,0,0,0
52,Node2,16,0.164,0.234,0.055,0.21,0,0,0
52,Node2,17,0.124,0.193,0.004,0.105,0,0,0
52,Node2,18,0.104,0.139,0.012,0.283,0,0,0
52,Node2,19,0.192,0.266,0.014,0.212,0,0,0
52,Node2,20,0.178,0.125,0.056,0.23,0,0,0
52,Node2,21,0.153,0.222,0.001,0.11,0,0,0
52,Node2,22,0.151,0.206,0.018,0.132,0,0,0
52,Node2,23,0.156,0.176,0.032,0.182,0,0,0
52,Node2,24,0.176,0.228,0.028,0.08,0,0,0
52,Node2,25,0.17,0.216,0.002,0.119,0,0,0
52,Node2,26,0.197,0.208,0.009,0.091,0,0,0
52,Node2,27,0.156,0.208,0.027,0.064,0,0,0
52,Node2,28,0.127,0.218,0.059,0.226,0,0,0
52,Node2,29,0.142,0.165,0.013,0.194,0,0,0
52,Node2,30,0.169,0.17,0.031,0.211,0,0,0
52,Node2,31,0.199,0.221,0.061,0.189,0,0,0
52,Node2,32,0.21,0.2,0.039,0.181,0,0,0
52,Node2,33,0.14,0.164,0.003,0.188,0,0,0
52,Node2,34,0.14,0.203,0.005,0.1,0,0,0
52,Node2,35,0.129,0.177,0.002,0.067,0,0,0
52,Node2,36,0.169,0.243,0.06,0.123,0,0,0
52,Node2,37,0.221,0.269,0.01,0.073,0,0,0
52,Node2,38,0.162,0.429,0.032,0.334,0,0,0
52,Node2,39,0.145,0.199,0.039,0.126,0,0,0
52,Node2,40,0.132,0.237,0.045,0.121,0,0,0
52,Node2,41,0.159,0.204,0.013,0.189,0,0,0
52,Node2,42,0.137,0.189,0.075,0.218,0,0,0
52,Node2,43,0.131,0.161,0.006,0.134,0,0,0
53,Node1,0,3.909,0.148,1.621,2.811,0,0,0
53,Node1,1,0.971,0.229,0.891,0.745,0,0,0
53,Node1,2,1.675,0.597,1.628,1.508,0,0,0
53,Node1,3,4.244,0.16,1.386,2.691,0,0,0
53,Node1,4,2.244,0.674,2.764,1.828,0,0,0
53,Node1,5,1.216,0.237,1.656,1.11,0,0,0
53,Node1,6,1.642,0.062,0.802,0.899,0,0,0
53,Node1,7,3.621,0.28,2.117,2.987,0,0,0
53,Node1,8,2.882,0.288,2.041,1.542,0,0,0
53,Node1,9,1.653,0.032,0.618,1.515,0,0,0
53,Node1,10,3.327,0.314,3.462,3.046,0,0,0
53,Node1,11,2.714,0.598,2.931,2.166,0,0,0
53,Node1,12,2.175,0.276,2.201,1.895,0,0,0
53,Node1,13,1.566,0.073,1.117,1.3,0,0,0
53,Node1,14,2.351,0.152,1.102,1.784,0,0,0
53,Node1,15,2.648,0.533,3.176,2.032,0,0,0
53,Node1,16,2.971,0.323,1.481,1.999,0,0,0
53,Node1,17,3.424,0.269,1.934,2.619,0,0,0
53,Node1,18,3.391,0.409,2.74,2.609,0,0,0
53,Node1,19,1.832,0.22,0.812,1.111,0,0,0
53,Node1,20,3.809,0.665,3.002,2.215,0,0,0
53,Node1,21,2.666,0.063,1.224,2.099,0,0,0
53,Node1,22,1.575,0.173,1.728,0.811,0,0,0
53,Node1,23,2.136,0.004,1.019,1.242,0,0,0
53,Node1,24,2.081,0.154,1.613,1.273,0,0,0
53,Node1,25,2.332,0.02,0.714,1.279,0,0,0
53,Node1,26,1.967,0.3,4.752,1.434,0,0,0
53,Node1,27,0.635,0.057,0.435,0.36,0,0,0
53,Node1,28,1.148,0.179,0.647,0.611,0,0,0
53,Node1,29,1.49,0.163,1.801,0.859,0,0,0
53,Node2,0,0.139,0.21,0.015,0.103,0,0,0
53,Node2,1,0.147,0.227,0.005,0.182,0,0,0
53,Node2,2,0.126,0.185,0.028,0.171,0,0,0
53,Node2,3,0.157,0.219,0.021,0.151,0,0,0
53,Node2,4,0.146,0.226,0.0,0.193,0,0,0
53,Node2,5,0.092,0.117,0.03,0.12,0,0,0
53,Node2,6,0.142,0.159,0.015,0.155,0,0,0
53,Node2,7,0.157,0.215,0.049,0.229,0,0,0
53,Node2,8,0.151,0.205,0.029,0.153,0,0,0
53,Node2,9,0.167,0.239,0.032,0.095,0,0,0
53,Node2,10,0.131,0.175,0.011,0.245,0,0,0
53,Node2,11,0.15,0.201,0.029,0.18,0,0,0
53,Node2,12,0.1,0.117,0.025,0.103,0,0,0
53,Node2,13,0.113,0.14,0.015,0.109,0,0,0
53,Node2,14,0.166,0.198,0.048,0.264,0,0,0
53,Node2,15,0.162,0.24,0.027,0.15,0,0,0
53,Node2,16,0.164,0.234,0.051,0.262,0,0,0
53,Node2,17,0.125,0.193,0.039,0.143,0,0,0
53,Node2,18,0.104,0.139,0.014,0.296,0,0,0
53,Node2,19,0.192,0.266,0.012,0.224,0,0,0
53,Node2,20,0.177,0.125,0.038,0.268,0,0,0
53,Node2,21,0.153,0.223,0.034,0.143,0,0,0
53,Node2,22,0.151,0.207,0.003,0.135,0,0,0
53,Node2,23,0.156,0.176,0.022,0.205,0,0,0
53,Node2,24,0.176,0.23,0.008,0.088,0,0,0
53,Node2,25,0.17,0.216,0.008,0.126,0,0,0
53,Node2,26,0.195,0.208,0.047,0.138,0,0,0
53,Node2,27,0.156,0.209,0.027,0.091,0,0,0
53,Node2,28,0.128,0.218,0.065,0.29,0,0,0
53,Node2,29,0.142,0.166,0.004,0.199,0,0,0
53,Node2,30,0.169,0.17,0.052,0.263,0,0,0
53,Node2,31,0.199,0.22,0.026,0.216,0,0,0
53,Node2,32,0.21,0.199,0.001,0.183,0,0,0
53,Node2,33,0.139,0.164,0.057,0.246,0,0,0
53,Node2,34,0.14,0.203,0.022,0.122,0,0,0
53,Node2,35,0.129,0.177,0.018,0.085,0,0,0
53,Node2,36,0.169,0.243,0.002,0.125,0,0,0
53,Node2,37,0.221,0.269,0.014,0.086,0,0,0
53,Node2,38,0.162,0.43,0.004,0.335,0,0,0
53,Node2,39,0.145,0.2,0.042,0.168,0,0,0
53,Node2,40,0.133,0.235,0.027,0.15,0,0,0
53,Node2,41,0.159,0.206,0.041,0.229,0,0,0
53,Node2,42,0.137,0.188,0.016,0.234,0,0,0
53,Node2,43,0.131,0.16,0.022,0.156,0,0,0
54,Node1,0,3.911,0.189,1.809,2.81,0,0,0
54,Node1,1,0.968,0.267,1.149,0.752,0,0,0
54,Node1,2,1.676,0.493,2.127,1.508,0,0,0
54,Node1,3,4.242,0.176,1.559,2.684,0,0,0
54,Node1,4,2.238,0.416,3.188,1.816,0,0,0
54,Node1,5,1.22,0.586,2.236,1.115,0,0,0
54,Node1,6,1.653,0.276,1.082,0.902,0,0,0
54,Node1,7,3.62,0.455,2.57,2.97,0,0,0
54,Node1,8,2.882,0.014,2.055,1.546,0,0,0
54,Node1,9,1.649,0.104,0.726,1.52,0,0,0
54,Node1,10,3.319,0.089,3.525,3.063,0,0,0
54,Node1,11,2.724,0.622,3.543,2.149,0,0,0
54,Node1,12,2.172,0.468,2.667,1.89,0,0,0
54,Node1,13,1.563,0.23,1.357,1.296,0,0,0
54,Node1,14,2.347,0.041,1.15,1.78,0,0,0
54,Node1,15,2.648,0.079,3.238,2.024,0,0,0
54,Node1,16,2.948,0.365,1.847,2.007,0,0,0
54,Node1,17,3.447,0.382,2.317,2.6,0,0,0
54,Node1,18,3.384,0.17,2.917,2.617,0,0,0
54,Node1,19,1.839,0.162,0.976,1.106,0,0,0
54,Node1,20,3.818,0.586,3.582,2.197,0,0,0
54,Node1,21,2.659,0.454,1.682,2.103,0,0,0
54,Node1,22,1.572,0.112,1.856,0.813,0,0,0
54,Node1,23,2.134,0.07,1.089,1.236,0,0,0
54,Node1,24,2.084,0.32,1.939,1.278,0,0,0
54,Node1,25,2.337,0.09,0.798,1.273,0,0,0
54,Node1,26,1.977,0.16,4.901,1.434,0,0,0
54,Node1,27,0.64,0.11,0.546,0.363,0,0,0
54,Node1,28,1.151,0.091,0.738,0.613,0,0,0
54,Node1,29,1.477,0.171,1.959,0.859,0,0,0
54,Node2,0,0.138,0.21,0.005,0.108,0,0,0
54,Node2,1,0.147,0.226,0.013,0.196,0,0,0
54,Node2,2,0.126,0.185,0.009,0.18,0,0,0
54,Node2,3,0.157,0.218,0.006,0.158,0,0,0
54,Node2,4,0.147,0.226,0.024,0.217,0,0,0
54,Node2,5,0.092,0.117,0.018,0.138,0,0,0
54,Node2,6,0.141,0.159,0.046,0.201,0,0,0
54,Node2,7,0.157,0.216,0.021,0.251,0,0,0
54,Node2,8,0.151,0.205,0.004,0.157,0,0,0
54,Node2,9,0.166,0.239,0.034,0.128,0,0,0
54,Node2,10,0.131,0.176,0.02,0.265,0,0,0
54,Node2,11,0.15,0.2,0.024,0.204,0,0,0
54,Node2,12,0.1,0.116,0.03,0.134,0,0,0
54,Node2,13,0.113,0.141,0.016,0.125,0,0,0
54,Node2,14,0.166,0.196,0.001,0.263,0,0,0
54,Node2,15,0.162,0.24,0.004,0.155,0,0,0
54,Node2,16,0.165,0.234,0.056,0.318,0,0,0
54,Node2,17,0.124,0.194,0.034,0.178,0,0,0
54,Node2,18,0.103,0.139,0.01,0.306,0,0,0
54,Node2,19,0.191,0.264,0.014,0.239,0,0,0
54,Node2,20,0.178,0.125,0.019,0.287,0,0,0
54,Node2,21,0.152,0.223,0.041,0.184,0,0,0
54,Node2,22,0.152,0.205,0.017,0.152,0,0,0
54,Node2,23,0.156,0.175,0.045,0.248,0,0,0
54,Node2,24,0.176,0.228,0.025,0.113,0,0,0
54,Node2,25,0.17,0.216,0.017,0.144,0,0,0
54,Node2,26,0.195,0.207,0.048,0.186,0,0,0
54,Node2,27,0.156,0.209,0.021,0.112,0,0,0
54,Node2,28,0.127,0.218,0.048,0.338,0,0,0
54,Node2,29,0.141,0.166,0.028,0.227,0,0,0
54,Node2,30,0.168,0.171,0.048,0.312,0,0,0
54,Node2,31,0.198,0.221,0.053,0.27,0,0,0
54,Node2,32,0.21,0.2,0.053,0.236,0,0,0
54,Node2,33,0.14,0.165,0.006,0.252,0,0,0
54,Node2,34,0.139,0.204,0.035,0.157,0,0,0
54,Node2,35,0.129,0.178,0.036,0.123,0,0,0
54,Node2,36,0.169,0.243,0.055,0.18,0,0,0
54,Node2,37,0.222,0.268,0.002,0.088,0,0,0
54,Node2,38,0.162,0.428,0.002,0.338,0,0,0
54,Node2,39,0.146,0.201,0.036,0.204,0,0,0
54,Node2,40,0.133,0.235,0.009,0.159,0,0,0
54,Node2,41,0.159,0.205,0.018,0.249,0,0,0
54,Node2,42,0.136,0.189,0.07,0.303,0,0,0
54,Node2,43,0.13,0.16,0.005,0.162,0,0,0
55,Node1,0,3.912,0.555,2.365,2.813,0,0,1
55,Node1,1,0.964,0.226,1.379,0.747,0,0,1
55,Node1,2,1.676,0.574,2.693,1.503,0,0,1
55,Node1,3,4.255,0.403,1.952,2.694,0,0,1
55,Node1,4,2.247,0.721,3.906,1.823,0,0,1
55,Node1,5,1.217,0.564,2.812,1.116,0,0,1
55,Node1,6,1.654,0.179,1.264,0.9,0,0,1
55,Node1,7,3.615,0.408,2.976,2.981,0,0,1
55,Node1,8,2.895,0.973,3.025,1.552,0,0,1
55,Node1,9,1.651,0.102,0.83,1.525,0,0,1
55,Node1,10,3.345,0.363,3.895,3.037,0,0,1
55,Node1,11,2.716,0.839,4.394,2.16,0,0,1
55,Node1,12,2.172,0.446,3.105,1.898,0,0,1
55,Node1,13,1.56,0.23,1.581,1.298,0,0,1
55,Node1,14,2.339,0.318,1.468,1.783,0,0,1
55,Node1,15,2.639,0.681,3.929,2.026,0,0,1
55,Node1,16,2.968,0.523,2.381,1.996,0,0,1
55,Node1,17,3.427,0.43,2.744,2.608,0,0,1
55,Node1,18,3.389,0.304,3.224,2.603,0,0,1
55,Node1,19,1.834,0.429,1.411,1.102,0,0,1
55,Node1,20,3.798,0.115,3.718,2.203,0,0,1
55,Node1,21,2.673,0.265,1.932,2.108,0,0,1
55,Node1,22,1.584,0.975,2.82,0.814,0,0,1
55,Node1,23,2.13,0.241,1.327,1.237,0,0,1
55,Node1,24,2.081,0.152,2.088,1.279,0,0,1
55,Node1,25,2.351,0.063,0.862,1.272,0,0,1
55,Node1,26,1.977,0.276,5.188,1.435,0,0,1
55,Node1,27,0.64,0.034,0.583,0.361,0,0,1
55,Node1,28,1.154,0.082,0.821,0.614,0,0,1
55,Node1,29,1.484,0.034,1.991,0.855,0,0,1
55,Node2,0,0.139,0.21,0.007,0.114,0,0,1
55,Node2,1,0.147,0.227,0.008,0.203,0,0,1
55,Node2,2,0.126,0.184,0.015,0.196,0,0,1
55,Node2,3,0.157,0.219,0.028,0.187,0,0,1
55,Node2,4,0.147,0.226,0.035,0.253,0,0,1
55,Node2,5,0.092,0.117,0.03,0.168,0,0,1
55,Node2,6,0.142,0.16,0.016,0.218,0,0,1
55,Node2,7,0.157,0.215,0.069,0.319,0,0,1
55,Node2,8,0.151,0.205,0.011,0.167,0,0,1
55,Node2,9,0.166,0.239,0.006,0.135,0,0,1
55,Node2,10,0.131,0.175,0.009,0.275,0,0,1
55,Node2,11,0.15,0.2,0.022,0.225,0,0,1
55,Node2,12,0.101,0.116,0.035,0.169,0,0,1
55,Node2,13,0.113,0.14,0.008,0.133,0,0,1
55,Node2,14,0.166,0.197,0.023,0.288,0,0,1
55,Node2,15,0.161,0.241,0.038,0.192,0,0,1
55,Node2,16,0.164,0.234,0.029,0.345,0,0,1
55,Node2,17,0.125,0.193,0.036,0.214,0,0,1
55,Node2,18,0.104,0.139,0.001,0.307,0,0,1
55,Node2,19,0.191,0.264,0.013,0.253,0,0,1
55,Node2,20,0.178,0.124,0.004,0.291,0,0,1
55,Node2,21,0.153,0.222,0.049,0.234,0,0,1
55,Node2,22,0.15,0.206,0.035,0.188,0,0,1
55,Node2,23,0.155,0.175,0.015,0.264,0,0,1
55,Node2,24,0.175,0.228,0.019,0.132,0,0,1
55,Node2,25,0.17,0.217,0.012,0.157,0,0,1
55,Node2,26,0.197,0.208,0.072,0.258,0,0,1
55,Node2,27,0.156,0.209,0.036,0.148,0,0,1
55,Node2,28,0.128,0.219,0.055,0.393,0,0,1
55,Node2,29,0.142,0.166,0.004,0.23,0,0,1
55,Node2,30,0.168,0.17,0.004,0.315,0,0,1
55,Node2,31,0.198,0.22,0.051,0.322,0,0,1
55,Node2,32,0.209,0.199,0.062,0.296,0,0,1
55,Node2,33,0.14,0.164,0.004,0.257,0,0,1
55,Node2,34,0.139,0.203,0.019,0.176,0,0,1
55,Node2,35,0.128,0.178,0.003,0.125,0,0,1
55,Node2,36,0.169,0.242,0.082,0.264,0,0,1
55,Node2,37,0.222,0.268,0.014,0.103,0,0,1
55,Node2,38,0.162,0.427,0.03,0.369,0,0,1
55,Node2,39,0.145,0.2,0.026,0.229,0,0,1
55,Node2,40,0.133,0.235,0.003,0.162,0,0,1
55,Node2,41,0.16,0.205,0.02,0.269,0,0,1
55,Node2,42,0.137,0.19,0.074,0.377,0,0,1
55,Node2,43,0.13,0.16,0.044,0.206,0,0,1
56,Node1,0,3.921,0.073,2.439,2.809,0,0,1
56,Node1,1,0.965,0.134,1.521,0.751,0,0,1
56,Node1,2,1.676,0.098,2.793,1.502,0,0,1
56,Node1,3,4.252,3.541,5.498,2.69,0,0,1
56,Node1,4,2.252,0.385,4.265,1.827,0,0,1
56,Node1,5,1.218,0.608,3.425,1.117,0,0,1
56,Node1,6,1.651,0.065,1.321,0.895,0,0,1
56,Node1,7,3.617,0.477,3.456,2.966,0,0,1
56,Node1,8,2.87,0.238,3.284,1.542,0,0,1
56,Node1,9,1.654,0.074,0.905,1.52,0,0,1
56,Node1,10,3.332,0.56,4.458,3.038,0,0,1
56,Node1,11,2.726,0.153,4.561,2.161,0,0,1
56,Node1,12,2.178,0.324,3.446,1.896,0,0,1
56,Node1,13,1.566,0.062,1.637,1.292,0,0,1
56,Node1,14,2.348,0.103,1.567,1.787,0,0,1
56,Node1,15,2.64,0.461,4.392,2.029,0,0,1
56,Node1,16,2.952,0.476,2.838,1.99,0,0,1
56,Node1,17,3.433,0.141,2.884,2.622,0,0,1
56,Node1,18,3.395,0.053,3.283,2.609,0,0,1
56,Node1,19,1.833,0.071,1.475,1.109,0,0,1
56,Node1,20,3.809,0.537,4.234,2.205,0,0,1
56,Node1,21,2.672,4.004,5.933,2.105,0,0,1
56,Node1,22,1.579,0.976,3.788,0.814,0,0,1
56,Node1,23,2.14,0.004,1.325,1.239,0,0,1
56,Node1,24,2.07,0.054,2.135,1.282,0,0,1
56,Node1,25,2.345,0.157,1.027,1.275,0,0,1
56,Node1,26,1.977,0.302,5.478,1.426,0,0,1
56,Node1,27,0.634,0.078,0.657,0.361,0,0,1
56,Node1,28,1.155,0.006,0.827,0.612,0,0,1
56,Node1,29,1.489,0.131,2.135,0.858,0,0,1
56,Node2,0,0.138,0.208,0.035,0.15,0,0,1
56,Node2,1,0.147,0.227,0.014,0.217,0,0,1
56,Node2,2,0.126,0.185,0.047,0.244,0,0,1
56,Node2,3,0.158,0.219,0.003,0.188,0,0,1
56,Node2,4,0.147,0.225,0.008,0.262,0,0,1
56,Node2,5,0.092,0.117,0.016,0.186,0,0,1
56,Node2,6,0.142,0.159,0.038,0.255,0,0,1
56,Node2,7,0.157,0.215,0.038,0.357,0,0,1
56,Node2,8,0.151,0.205,0.04,0.208,0,0,1
56,Node2,9,0.167,0.239,0.032,0.166,0,0,1
56,Node2,10,0.131,0.175,0.009,0.282,0,0,1
56,Node2,11,0.149,0.2,0.082,0.31,0,0,1
56,Node2,12,0.1,0.117,0.003,0.172,0,0,1
56,Node2,13,0.113,0.14,0.034,0.167,0,0,1
56,Node2,14,0.166,0.198,0.051,0.337,0,0,1
56,Node2,15,0.161,0.243,0.488,0.681,0,0,1
56,Node2,16,0.165,0.234,0.022,0.37,0,0,1
56,Node2,17,0.125,0.193,0.016,0.229,0,0,1
56,Node2,18,0.103,0.139,0.008,0.315,0,0,1
56,Node2,19,0.192,0.266,0.017,0.269,0,0,1
56,Node2,20,0.178,0.125,0.021,0.31,0,0,1
56,Node2,21,0.153,0.221,0.051,0.284,0,0,1
56,Node2,22,0.151,0.205,0.03,0.218,0,0,1
56,Node2,23,0.156,0.176,0.091,0.355,0,0,1
56,Node2,24,0.176,0.23,0.022,0.155,0,0,1
56,Node2,25,0.171,0.216,0.09,0.245,0,0,1
56,Node2,26,0.196,0.209,0.008,0.268,0,0,1
56,Node2,27,0.156,0.209,0.004,0.152,0,0,1
56,Node2,28,0.128,0.219,0.007,0.398,0,0,1
56,Node2,29,0.142,0.167,0.045,0.274,0,0,1
56,Node2,30,0.169,0.171,0.034,0.35,0,0,1
56,Node2,31,0.199,0.222,0.046,0.369,0,0,1
56,Node2,32,0.209,0.2,0.056,0.352,0,0,1
56,Node2,33,0.14,0.165,0.025,0.284,0,0,1
56,Node2,34,0.139,0.204,0.011,0.187,0,0,1
56,Node2,35,0.128,0.178,0.041,0.166,0,0,1
56,Node2,36,0.17,0.244,0.016,0.28,0,0,1
56,Node2,37,0.223,0.267,0.02,0.122,0,0,1
56,Node2,38,0.162,0.431,0.034,0.404,0,0,1
56,Node2,39,0.145,0.201,0.006,0.236,0,0,1
56,Node2,40,0.132,0.235,0.046,0.206,0,0,1
56,Node2,41,0.16,0.204,0.017,0.287,0,0,1
56,Node2,42,0.137,0.188,0.071,0.449,0,0,1
56,Node2,43,0.13,0.161,0.003,0.209,0,0,1
57,Node1,0,3.893,0.517,2.961,2.814,0,0,1
57,Node1,1,0.964,0.141,1.651,0.75,0,0,1
57,Node1,2,1.675,0.301,3.089,1.508,0,0,1
57,Node1,3,4.248,0.068,5.587,2.685,0,0,1
57,Node1,4,2.252,0.693,4.985,1.814,0,0,1
57,Node1,5,1.221,0.073,3.487,1.116,0,0,1
57,Node1,6,1.651,0.074,1.399,0.895,0,0,1
